text1,text2,is_same
the Yuman language spoken by the Cocopa,species of insect,0
body bright scarlet with 2 yellow to reddish strips on side,species of fish,1
genus of tropical American timber trees,species of insect,0
a white crystalline ester used as a local anesthetic,journal article; published in African Zoology in 1984,0
a state in midwestern United States,intercollegiate sports teams of Iowa State University,0
globe lily with deep rose-pink or purple egg-shaped flowers on flexuous stems; western slopes of Sierra Nevada in San Joaquin Valley,species of plant,1
pastry made with a cream cheese dough and different fillings (as raisins and walnuts and cinnamon or chocolate and walnut and apricot preserves),Jewish pastry from Poland,1
large American moth having yellow wings with purplish or brownish markings; larvae feed on e.g. maple and pine trees,species of insect,1
large genus of cactuses native to America: prickly pears,genus of plants seen throughout India in dry areas,1
someone who marries one person while already legally married to another,illegal second or further marriage,1
a palm of the genus Raffia,species of plant,0
small roundworm parasitic on wheat,"Washington, D.C. :U.S. Dept. of Agriculture,1920. | U.S. Department of Agriculture, National Agricultural Library View Book",1
small genus of perennial herbs or subshrubs; some often placed in other genera,genus of plants,1
any of various shrubs or vines of the genus Clianthus having compound leaves and pea-like red flowers in drooping racemes,species of plant,0
the ethnography of paleolithic humans,the ethnography of paleolithic people,1
a rosid dicot genus of the family Umbelliferae; includes parsnips,species of stingray,0
a sum allowed for travel,a series in the National Archives and Records Administration's holdings,1
food and game fish of North American coastal waters with a mouth from which hooks easily tear out,article,0
supply a rack with feed for (horses or other animals),"form of murder, homicide",1
branching at a wide angle,article,1
occlusion of a coronary artery caused either by progressive atherosclerosis or by a blood clot,article,0
a group of mostly extinct primitive bony fishes characterized by armor-like bony scales,subclass of fishes,1
a word having two syllables,unit of organization for a sequence of speech sounds,1
giving careful attention to detail; hard to please; excessively concerned with cleanliness,liquid or gel used for the growth of microorganisms or cells,1
capital of the People's Republic of China in the Hebei province in northeastern China; 2nd largest Chinese city,"university in Beijing, China",0
genus of delicate Asiatic orchids,genus of plants,1
type genus of Forficulidae,species of dermapterans,0
"take someone's car from him by force, usually with the intention of stealing it",article,0
(genetics) abnormal complement of sex hormones in a male resulting in Klinefelter's syndrome,Human disease,1
book language; one of two official languages of Norway; closely related to Danish,Dano-Norwegian noble,0
a creature that has not been observed but is hypothesized to exist,hypothetical creatures that do not originate from Earth,1
(of hair) not combed,species of fish,1
a state in midwestern United States,"county in Wisconsin, United States of America",0
port city in western Saudi Arabia on the Red Sea; near Mecca,Saudi Arabian professional sports club based Ryadh,0
having four sides,novel by William F. Temple,0
an abnormal deficiency in all blood cells (red blood cells and white blood cells and platelets); usually associated with bone marrow tumor or with aplastic anemia,Fanconi anemia that has material basis in homozygous or compound heterozygous mutation in the FANCC gene on chromosome 9q22,0
a descriptive name for a place or thing,intercollegiate sports teams of Ohio State University,0
large genus of tropical trees or shrubs or climbers including fig trees,species of plant,0
this spadefoot toad lives in the southwestern United States,species of amphibian,1
coextensive with the genus Canna,Leipzig : Verlag von Wilhelm Engelmann (Druck von Breitkopf & Härtel in Leipzig) 1912 | Biblioteca Digital del Real Jardin Botanico de Madrid View Book (External),0
small genus of South African shrubs or small trees,Wikimedia template,0
either of two belts or regions near 30 degrees north or 30 degrees south; characterized by calms and light-baffling winds,painting by John Webber,1
a fold of fatty tissue under the chin,facial feature with fatty tissue under the chin,1
medical equipment that assists or replaces important bodily functions and so enables a patient to live who otherwise might not survive,technologies or technology combinations that helps living things to survive in environments where their survival is not really possible,1
coextensive with the genus Canna,Wikimedia category,0
exudation from trees of the Prunus genus; resembles gum arabic,gum of cherry-trees,1
naming numbers,number of blood cells in the blood,0
abnormal adhesion and rigidity of the bones of a joint,Human disease,0
a push button on the mouse,microswitch on a computer mouse,1
small genus of bulbous perennial herbs of southwestern United States and Mexico; sometimes placed in family Alliaceae,variety of plants,0
an officer in command of a military unit,operatic character in the opera Amelia,0
the action of forming a chelate or other stable compound with an ion or atom or molecule so that it is no longer available for reactions,article,0
a saltwater lake in southeastern California,census designated place,0
port city in western Saudi Arabia on the Red Sea; near Mecca,language,0
an officer in command of a military unit,"award, rank of the Order of the British Empire",0
the seam at the middle of the hard palate,"It is a groove, ridge present in the palatine",1
an inquiry into the cause of an unexpected death,1931 film directed by Robert Siodmak and Henri Chomette,0
Australian breed of toy dogs having a silky blue coat,Wikimedia category,0
the study of microscopic structures of tissues and organs,blood vessels that carry blood away from the heart,0
epiphytic ferns with long rhizomes; tropical America,species of plant,1
a form of salmonella that causes food poisoning in humans,scientific journal article,0
tropical shrubs and herbs; source of croton oil,Wikimedia list article,1
a cap that is wrapped around by a turban and worn by Muslim religious elders,human settlement,1
a company that is incorporated but has no assets or operations,"company with few, if any, actual assets or operations",1
leather shorts often worn with suspenders; worn especially by men and boys in Bavaria,"leather trousers, with short or long legs, from Bavaria",1
large greyish-brown edible fungus forming a mass of overlapping caps that somewhat resembles a hen at the base of trees,Wikimedia category,0
a line connecting a point in space to the origin of a polar coordinate system,vector which represents the position of a point P in space in relation to an arbitrary reference origin O,1
flesh of a pheasant; usually braised,bird in family Phasianidae,0
a drug cartel that seized control of cocaine production in Colombia in 1993; adopted techniques used by terrorist organizations (small cells and sophisticated communications equipment and close ties with politicians etc.),Wikimedia category,0
bluish edible crab of Atlantic and Gulf Coasts of North America,article,0
"in former classification systems: one of two major plant divisions, including all seed-bearing plants; superseded by the division Spermatophyta","Bruxelles :Maison A. de Boeck,1909. | New York Botanical Garden, LuEsther T. Mertz Library",0
pokeweed of southeastern Asia and China,species of plant,1
egg-shaped terra cotta wind instrument with a mouthpiece and finger holes,1991 song by Jean Philippe Audin and Diego Modena,0
stopping two strings and producing two notes at the same time,playing two strings at once on a string instrument,1
a movable chair mounted on large wheels; for invalids or those who cannot walk; frequently propelled by the occupant,"chair with wheels, used by people for whom walking is difficult or impossible due to illness, injury, or disability",1
free from deception or illusion,album by Extol,1
cultivated for its shining oblong leaves and arching clusters of white flowers with pink shading and crinkled yellow lips with variegated magenta stripes,genus of plants,0
a genus of slender evergreen shrubs; grow in Australia and New Zealand,species of plant,0
a ruler one foot long,article,1
discharge of pus,human disease of the tissues surrounding the teeth,1
order of plants distinguished by tubular petaloid perianth and inferior ovary,family of plants,0
genus to which Australopithecus boisei was formerly assigned,Early human,0
knowledge about knowledge,knowledge about a preselected knowledge,1
large game fish in the Pacific Ocean; may reach 1000 pounds,semi-submersible heavy lift ship,0
similar to but smaller than alpine hulsea,species of plant,1
a professional person authorized to practice law; conducts lawsuits or gives legal advice,attorney general of a U.S. state,0
a genus of sea anemone common in rock pools,order of cnidarians,0
the people of your home locality (especially your own family),"former movie theater in Shawnee, Oklahoma, United States",1
a spout that terminates in a grotesquely carved figure of a person or animal,American experimental air-to-surface missile,0
a deep inlet of the Atlantic Ocean in Rhode Island,"bay comprising 28 miles of coastline in the state of Rhode Island, USA",1
genus of fungi that produce galls on cedars and other conifers of genera Juniperus and Libocedrus and causes rust spots on apples and pears and other plants of family Rosaceae,genus of fungi,1
immediately below the A-horizon; contains deposits of organic matter leached from surface soils,article,0
floating ball that controls level in a water tank,"mechanism or machine for filling water tanks, such as those found in flush toilets, while avoiding overflow and (in the event of low water pressure) backflow",1
a square dance figure; partners circle each other taking sideways steps,painting by Harold Town,1
poisonous shrub of southeastern United States causing a rash on contact,species of plant,1
relative magnitude,journal,0
"a participle (usually at the beginning of a sentence) apparently modifying a word other than the word intended: e.g., `flying across the country' in `flying across the country the Rockies came into view'",type of misplaced grammatical phrase,1
lamp in which an electric current passed through a tube of sodium vapor makes a yellow light; used is street lighting,gas-discharge lamp that uses sodium in an excited state to produce light,1
a U-shaped bone at the base of the tongue that supports the tongue muscles,"Urbana,University of Illinois Press,1968. | University Library, University of Illinois Urbana Champaign View Book",0
a good hard soap made from olive oil and sodium hydroxide,olive oil based soap,1
a large retail store organized into departments offering a variety of merchandise; commonly part of a retail chain,department store,0
throw stones at,execution method,1
(botany) taxonomic unit of plants corresponding to a phylum,fourth tier of the football pyramid of professional football league in Mexico,0
the introduction of semen into the genital tract of a female,article,0
an ornament worn around the ankle,ornament worn around the ankle,1
someone who appreciates wine,Wikimedia template,0
a federation in northeastern Europe and northern Asia; formerly Soviet Russia; since 1991 an independent state,political party in Russia,0
becoming dark or darker as from waning light or clouding over,darkening of an area of skin or nails caused by increased melanin,1
having four sides,type of die,0
a loose and brightly colored African shirt,colorful men's garment widely worn in West Africa that covers the top half of the body,1
a Scottish breed with a black-and-tan coat,dog breed,1
be ordained; enter the Christian ministry,film directed by Tex Avery,1
"a mountain peak in south central Sri Lanka (7,360 feet high)",2013 film directed by Jayantha Chandrasiri,0
North American perennial with apparently whorled leaves and showy white purple-tinged flowers,species of plant,1
showy crested Asiatic duck; often domesticated,painting by Kano School,0
a mercantile establishment consisting of a row of various stores and business and restaurants along a road or busy street; usually opening on a parking lot,strip mall in Chicago's Chinatown,0
a process for making steel using an open-hearth furnace,historic steel producing technology,1
widely distributed genus of herbs with milky juice; includes some cosmopolitan weeds,variety of plant,0
capital of Swaziland; located in northwestern Swaziland,capital of Swaziland,1
